SeriesID,Industry,Metric,Source,Unit,Year,Period,PeriodName,Value,Footnotes
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2018,M08,August,16343,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2018,M09,September,16325,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2018,M10,October,16356,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2018,M11,November,16361,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2018,M12,December,16412,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M01,January,16488,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M02,February,16494,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M03,March,16504,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M04,April,16527,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M05,May,16507,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M06,June,16512,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M07,July,16522,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M08,August,16602,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M09,September,16673,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M10,October,16722,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M11,November,16761,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2019,M12,December,16805,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M01,January,16823,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M02,February,16889,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M03,March,16158,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M04,April,8719,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M05,May,9947,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M06,June,11777,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M07,July,12415,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M08,August,12573,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M09,September,13065,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M10,October,13303,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M11,November,13260,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2020,M12,December,12798,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M01,January,12804,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M02,February,13134,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M03,March,13289,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M04,April,13556,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M05,May,13774,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M06,June,14081,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M07,July,14504,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M08,August,14610,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M09,September,14743,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M10,October,14955,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M11,November,15083,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2021,M12,December,15239,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M01,January,15328,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M02,February,15454,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M03,March,15515,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M04,April,15611,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M05,May,15674,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M06,June,15778,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M07,July,15925,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M08,August,15977,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M09,September,16047,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M10,October,16144,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M11,November,16200,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2022,M12,December,16241,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M01,January,16354,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M02,February,16424,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M03,March,16441,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M04,April,16478,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M05,May,16505,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M06,June,16581,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M07,July,16610,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M08,August,16635,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M09,September,16636,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M10,October,16685,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M11,November,16724,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2023,M12,December,16728,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M01,January,16720,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M02,February,16735,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M03,March,16772,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M04,April,16768,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M05,May,16791,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M06,June,16783,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M07,July,16792,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M08,August,16818,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M09,September,16869,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M10,October,16878,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M11,November,16932,
CES7000000001,Leisure and Hospitality,All Employees,CES,Thousands,2024,M12,December,16979,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M01,January,14.15,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M02,February,14.17,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M03,March,14.22,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M04,April,14.26,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M05,May,14.30,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M06,June,14.30,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M07,July,14.31,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M08,August,14.34,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M09,September,14.38,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M10,October,14.43,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M11,November,14.46,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2015,M12,December,14.52,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M01,January,14.59,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M02,February,14.63,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M03,March,14.67,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M04,April,14.74,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M05,May,14.79,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M06,June,14.86,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M07,July,14.92,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M08,August,14.98,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M09,September,15.02,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M10,October,15.08,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M11,November,15.12,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2016,M12,December,15.16,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M01,January,15.22,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M02,February,15.28,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M03,March,15.36,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M04,April,15.40,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M05,May,15.50,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M06,June,15.47,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M07,July,15.49,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M08,August,15.54,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M09,September,15.59,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M10,October,15.57,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M11,November,15.63,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2017,M12,December,15.71,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M01,January,15.76,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M02,February,15.74,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M03,March,15.84,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M04,April,15.88,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M05,May,15.87,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M06,June,15.93,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M07,July,16.00,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M08,August,16.04,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M09,September,16.07,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M10,October,16.14,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M11,November,16.21,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2018,M12,December,16.29,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M01,January,16.28,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M02,February,16.40,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M03,March,16.43,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M04,April,16.47,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M05,May,16.51,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M06,June,16.55,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M07,July,16.60,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M08,August,16.60,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M09,September,16.67,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M10,October,16.68,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M11,November,16.75,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2019,M12,December,16.76,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M01,January,16.84,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M02,February,16.92,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M03,March,16.95,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M04,April,18.02,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M05,May,17.43,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M06,June,17.02,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M07,July,16.89,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M08,August,17.01,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M09,September,17.06,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M10,October,17.06,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M11,November,16.99,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2020,M12,December,17.08,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M01,January,17.18,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M02,February,17.46,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M03,March,17.62,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M04,April,17.85,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M05,May,18.05,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M06,June,18.39,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M07,July,18.53,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M08,August,18.77,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M09,September,18.92,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M10,October,19.24,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M11,November,19.31,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2021,M12,December,19.47,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M01,January,19.46,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M02,February,19.53,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M03,March,19.75,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M04,April,19.87,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M05,May,19.96,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M06,June,20.06,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M07,July,20.18,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M08,August,20.31,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M09,September,20.39,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M10,October,20.48,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M11,November,20.60,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2022,M12,December,20.81,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M01,January,20.81,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M02,February,20.83,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M03,March,20.94,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M04,April,21.02,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M05,May,21.11,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M06,June,21.21,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M07,July,21.24,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M08,August,21.29,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M09,September,21.32,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M10,October,21.44,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M11,November,21.52,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2023,M12,December,21.60,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M01,January,21.68,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M02,February,21.75,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M03,March,21.84,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M04,April,21.87,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M05,May,21.94,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M06,June,22.01,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M07,July,22.06,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M08,August,22.14,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M09,September,22.20,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M10,October,22.27,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M11,November,22.33,
CES7000000003,Leisure and Hospitality,Avg Hourly Earnings,CES,Dollars,2024,M12,December,22.40,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M01,January,909,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M02,February,927,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M03,March,919,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M04,April,953,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M05,May,966,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M06,June,918,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M07,July,955,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M08,August,1016,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M09,September,1016,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M10,October,1013,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M11,November,1027,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2015,M12,December,1045,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M01,January,955,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M02,February,1050,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M03,March,1031,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M04,April,1007,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M05,May,1035,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M06,June,1044,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M07,July,1033,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M08,August,1043,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M09,September,965,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M10,October,973,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M11,November,1063,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2016,M12,December,1019,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M01,January,1032,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M02,February,1014,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M03,March,1013,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M04,April,1021,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M05,May,1009,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M06,June,1037,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M07,July,1014,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M08,August,1014,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M09,September,1010,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M10,October,1022,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M11,November,1029,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2017,M12,December,993,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M01,January,1027,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M02,February,1057,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M03,March,1043,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M04,April,1046,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M05,May,1116,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M06,June,1039,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M07,July,1093,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M08,August,1057,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M09,September,1053,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M10,October,1112,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M11,November,1069,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2018,M12,December,1041,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M01,January,1151,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M02,February,1100,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M03,March,1083,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M04,April,1162,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M05,May,1063,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M06,June,1119,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M07,July,1122,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M08,August,1148,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M09,September,1161,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M10,October,1115,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M11,November,1083,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2019,M12,December,1190,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M01,January,1120,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M02,February,1097,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M03,March,642,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M04,April,423,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M05,May,1879,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M06,June,2002,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M07,July,1378,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M08,August,988,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M09,September,1052,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M10,October,1120,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M11,November,1047,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2020,M12,December,832,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M01,January,881,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M02,February,1083,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M03,March,1073,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M04,April,1342,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M05,May,1270,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M06,June,1279,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M07,July,1453,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M08,August,1200,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M09,September,1210,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M10,October,1170,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M11,November,1200,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2021,M12,December,1193,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2022,M01,January,1172,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2022,M02,February,1143,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2022,M03,March,1175,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2022,M04,April,1214,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2022,M05,May,1240,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2022,M06,June,1222,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2022,M07,July,1182,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2022,M08,August,1204,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2022,M09,September,1142,
JTS700000000000000HIL,Leisure and Hospitality,Hires,JOLTS,Level,2022,M10,October,1184,
